loan_amnt,term,verification_status,gradeencoding,emplen,purpose,home_ownership,loan_status
2700.0,36,Not Verified,6.4,5,credit_card,MORTGAGE,Fully Paid
10000.0,36,Source Verified,5.2,3,debt_consolidation,MORTGAGE,Fully Paid
10000.0,60,Source Verified,5.3,1,other,RENT,Fully Paid
6000.0,60,Source Verified,3.5,2,debt_consolidation,RENT,Fully Paid
24000.0,60,Verified,1.2999999999999998,12,debt_consolidation,MORTGAGE,Charged Off
10000.0,60,Source Verified,3.2,1,debt_consolidation,RENT,Fully Paid
4800.0,36,Source Verified,5.3,12,vacation,RENT,Fully Paid
12000.0,36,Not Verified,5.3,5,credit_card,MORTGAGE,Fully Paid
7000.0,36,Not Verified,5.5,7,debt_consolidation,RENT,Charged Off
6000.0,36,Source Verified,3.5,2,credit_card,RENT,Fully Paid
3500.0,36,Not Verified,3.5,12,home_improvement,MORTGAGE,Fully Paid
14125.0,36,Not Verified,5.4,12,debt_consolidation,RENT,Charged Off
3000.0,36,Source Verified,6.6,8,car,MORTGAGE,Fully Paid
1000.0,60,Not Verified,4.5,1,small_business,RENT,Charged Off
5600.0,60,Source Verified,2.6,3,debt_consolidation,MORTGAGE,Fully Paid
26000.0,60,Verified,2.2,4,home_improvement,MORTGAGE,Fully Paid
5000.0,36,Not Verified,6.4,3,debt_consolidation,MORTGAGE,Fully Paid
1500.0,36,Source Verified,6.3,1,other,RENT,Fully Paid
10000.0,36,Not Verified,6.3,3,debt_consolidation,MORTGAGE,Fully Paid
3500.0,36,Source Verified,5.5,0,other,RENT,Fully Paid
15000.0,60,Verified,2.3,12,home_improvement,MORTGAGE,Fully Paid
14000.0,36,Source Verified,5.5,0,other,MORTGAGE,Fully Paid
1850.0,36,Not Verified,5.3,1,car,OWN,Charged Off
10000.0,60,Source Verified,5.4,1,credit_card,MORTGAGE,Fully Paid
12000.0,60,Not Verified,2.5,9,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,6.6,6,car,RENT,Fully Paid
24000.0,60,Verified,4.2,12,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,Source Verified,5.5,5,debt_consolidation,RENT,Fully Paid
8000.0,60,Not Verified,2.4,5,debt_consolidation,RENT,Charged Off
21450.0,36,Verified,6.3,5,debt_consolidation,RENT,Fully Paid
15000.0,36,Verified,5.5,12,major_purchase,MORTGAGE,Fully Paid
14400.0,36,Verified,5.3,12,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,Verified,5.3,2,other,MORTGAGE,Fully Paid
24000.0,60,Source Verified,1.5,3,home_improvement,MORTGAGE,Fully Paid
7000.0,36,Not Verified,5.2,0,debt_consolidation,RENT,Fully Paid
18225.0,36,Verified,5.4,12,credit_card,MORTGAGE,Fully Paid
33950.0,60,Verified,1.6,7,debt_consolidation,MORTGAGE,Charged Off
16075.0,36,Not Verified,5.4,3,debt_consolidation,RENT,Fully Paid
8000.0,36,Source Verified,3.4,6,debt_consolidation,RENT,Charged Off
5900.0,36,Not Verified,6.2,9,car,MORTGAGE,Fully Paid
6500.0,36,Not Verified,5.4,0,debt_consolidation,RENT,Fully Paid
15000.0,36,Not Verified,5.2,0,debt_consolidation,RENT,Fully Paid
10850.0,36,Verified,6.2,7,credit_card,MORTGAGE,Fully Paid
3000.0,36,Not Verified,5.5,12,home_improvement,MORTGAGE,Fully Paid
8000.0,36,Not Verified,6.5,0,home_improvement,OWN,Fully Paid
6800.0,60,Verified,3.3,0,debt_consolidation,RENT,Fully Paid
12000.0,36,Not Verified,5.4,12,debt_consolidation,RENT,Fully Paid
9000.0,60,Not Verified,5.4,12,car,MORTGAGE,Charged Off
8000.0,60,Not Verified,4.2,5,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,6.5,12,home_improvement,MORTGAGE,Fully Paid
8400.0,36,Not Verified,6.4,1,renewable_energy,RENT,Charged Off
9600.0,36,Not Verified,6.6,12,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,Verified,4.5,12,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Verified,3.3,12,debt_consolidation,OWN,Fully Paid
12000.0,60,Not Verified,3.5,7,debt_consolidation,MORTGAGE,Fully Paid
10400.0,36,Not Verified,1.6,1,major_purchase,RENT,Fully Paid
4400.0,36,Source Verified,6.3,12,car,MORTGAGE,Fully Paid
3600.0,60,Not Verified,6.3,3,credit_card,RENT,Fully Paid
1000.0,60,Not Verified,4.6,5,vacation,MORTGAGE,Fully Paid
18000.0,60,Source Verified,4.3,12,debt_consolidation,MORTGAGE,Charged Off
25000.0,36,Verified,5.3,1,credit_card,RENT,Fully Paid
5000.0,36,Not Verified,6.3,6,home_improvement,MORTGAGE,Fully Paid
11300.0,36,Verified,5.4,4,debt_consolidation,MORTGAGE,Fully Paid
7225.0,36,Source Verified,6.4,2,debt_consolidation,RENT,Fully Paid
9500.0,60,Not Verified,4.6,12,medical,MORTGAGE,Fully Paid
3000.0,36,Source Verified,6.3,0,other,RENT,Fully Paid
6000.0,36,Not Verified,5.6,12,other,RENT,Fully Paid
5000.0,36,Not Verified,6.5,2,medical,RENT,Fully Paid
3000.0,36,Not Verified,5.5,6,debt_consolidation,RENT,Fully Paid
25000.0,60,Verified,4.2,12,debt_consolidation,MORTGAGE,Charged Off
7200.0,60,Verified,3.4,3,home_improvement,MORTGAGE,Fully Paid
8750.0,36,Not Verified,5.6,5,debt_consolidation,RENT,Fully Paid
15000.0,60,Verified,2.3,8,debt_consolidation,MORTGAGE,Fully Paid
1000.0,36,Not Verified,6.3,4,other,RENT,Fully Paid
7000.0,36,Not Verified,6.3,3,home_improvement,MORTGAGE,Fully Paid
2750.0,36,Not Verified,5.4,3,other,RENT,Fully Paid
15075.0,60,Source Verified,5.4,4,credit_card,RENT,Fully Paid
15000.0,36,Verified,4.4,4,debt_consolidation,RENT,Fully Paid
8000.0,36,Not Verified,4.5,12,other,MORTGAGE,Fully Paid
20000.0,60,Verified,4.2,0,medical,RENT,Fully Paid
9000.0,36,Verified,6.2,3,credit_card,RENT,Fully Paid
25000.0,60,Verified,4.5,12,debt_consolidation,MORTGAGE,Charged Off
10200.0,60,Verified,2.2,2,other,RENT,Charged Off
1500.0,36,Source Verified,5.2,12,major_purchase,RENT,Fully Paid
8000.0,60,Verified,4.5,2,other,RENT,Charged Off
10000.0,60,Source Verified,2.6,4,major_purchase,MORTGAGE,Fully Paid
13000.0,36,Verified,6.3,6,debt_consolidation,RENT,Fully Paid
15000.0,36,Source Verified,5.5,3,other,MORTGAGE,Fully Paid
16000.0,60,Source Verified,5.6,0,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,Not Verified,5.4,2,credit_card,RENT,Fully Paid
5000.0,60,Not Verified,5.2,12,debt_consolidation,OWN,Fully Paid
11000.0,36,Not Verified,6.3,8,wedding,RENT,Fully Paid
5000.0,36,Source Verified,6.3,6,debt_consolidation,RENT,Fully Paid
12375.0,36,Verified,6.3,5,credit_card,MORTGAGE,Fully Paid
2400.0,60,Source Verified,2.6,0,debt_consolidation,MORTGAGE,Charged Off
35000.0,60,Verified,1.2999999999999998,12,major_purchase,MORTGAGE,Fully Paid
2750.0,36,Verified,5.6,12,credit_card,MORTGAGE,Fully Paid
11700.0,60,Verified,5.2,3,home_improvement,MORTGAGE,Charged Off
5000.0,60,Source Verified,3.5,9,credit_card,RENT,Fully Paid
3800.0,36,Verified,5.4,3,vacation,RENT,Fully Paid
7000.0,36,Not Verified,6.6,12,credit_card,MORTGAGE,Fully Paid
9000.0,60,Not Verified,2.6,4,debt_consolidation,MORTGAGE,Charged Off
9200.0,36,Not Verified,6.4,0,credit_card,RENT,Fully Paid
16000.0,60,Source Verified,5.2,5,vacation,MORTGAGE,Fully Paid
35000.0,60,Verified,5.4,1,debt_consolidation,RENT,Fully Paid
13325.0,60,Verified,3.2,2,debt_consolidation,RENT,Fully Paid
11200.0,36,Not Verified,5.4,12,credit_card,RENT,Fully Paid
35000.0,36,Verified,2.4,3,other,MORTGAGE,Fully Paid
9000.0,36,Verified,5.6,8,vacation,RENT,Charged Off
11000.0,36,Verified,5.2,3,debt_consolidation,RENT,Fully Paid
9700.0,36,Source Verified,5.6,12,credit_card,MORTGAGE,Fully Paid
33600.0,60,Verified,1.2999999999999998,12,debt_consolidation,MORTGAGE,Fully Paid
35000.0,36,Verified,3.3,12,debt_consolidation,RENT,Fully Paid
20000.0,36,Verified,5.4,0,debt_consolidation,MORTGAGE,Fully Paid
2650.0,60,Not Verified,3.4,6,car,MORTGAGE,Fully Paid
21000.0,36,Source Verified,5.2,12,small_business,MORTGAGE,Fully Paid
20000.0,60,Verified,5.3,4,major_purchase,MORTGAGE,Fully Paid
6325.0,60,Not Verified,2.4,1,debt_consolidation,RENT,Fully Paid
16000.0,60,Source Verified,2.6,5,wedding,RENT,Fully Paid
6000.0,60,Source Verified,2.4,5,major_purchase,RENT,Fully Paid
2400.0,36,Not Verified,6.2,12,other,RENT,Fully Paid
10000.0,60,Source Verified,5.2,9,renewable_energy,MORTGAGE,Fully Paid
4000.0,36,Source Verified,5.2,12,debt_consolidation,RENT,Fully Paid
14000.0,36,Verified,3.2,12,debt_consolidation,RENT,Fully Paid
5000.0,36,Source Verified,3.5,3,house,RENT,Fully Paid
17000.0,60,Verified,2.6,3,major_purchase,RENT,Fully Paid
3600.0,36,Source Verified,6.4,3,wedding,MORTGAGE,Fully Paid
17500.0,60,Verified,2.6,5,debt_consolidation,RENT,Fully Paid
4200.0,36,Verified,6.3,12,major_purchase,OWN,Charged Off
2000.0,36,Not Verified,5.3,3,moving,RENT,Fully Paid
35000.0,60,Verified,5.3,7,home_improvement,MORTGAGE,Fully Paid
6000.0,60,Source Verified,5.5,0,debt_consolidation,RENT,Charged Off
25000.0,60,Verified,3.3,12,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,Source Verified,6.4,12,renewable_energy,MORTGAGE,Fully Paid
9000.0,36,Source Verified,5.2,2,debt_consolidation,MORTGAGE,Fully Paid
10800.0,60,Verified,2.6,0,debt_consolidation,RENT,Charged Off
6400.0,60,Verified,3.2,3,home_improvement,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.4,6,debt_consolidation,RENT,Fully Paid
4000.0,60,Verified,5.3,12,car,MORTGAGE,Fully Paid
5050.0,36,Source Verified,6.6,4,debt_consolidation,RENT,Fully Paid
27300.0,60,Source Verified,2.3,12,debt_consolidation,RENT,Charged Off
14800.0,60,Verified,3.2,6,small_business,MORTGAGE,Charged Off
20000.0,60,Verified,5.2,7,home_improvement,MORTGAGE,Fully Paid
9600.0,60,Not Verified,2.3,12,home_improvement,MORTGAGE,Fully Paid
12000.0,36,Not Verified,6.3,8,debt_consolidation,MORTGAGE,Fully Paid
13000.0,36,Not Verified,6.4,2,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,Verified,1.4,12,credit_card,MORTGAGE,Fully Paid
7200.0,60,Not Verified,3.5,1,credit_card,OWN,Fully Paid
4500.0,36,Source Verified,3.6,12,debt_consolidation,MORTGAGE,Charged Off
6000.0,36,Verified,6.5,12,major_purchase,MORTGAGE,Fully Paid
20000.0,60,Verified,1.4,4,debt_consolidation,RENT,Fully Paid
4000.0,60,Verified,4.2,0,debt_consolidation,RENT,Fully Paid
20000.0,36,Verified,5.4,2,debt_consolidation,RENT,Fully Paid
21000.0,36,Verified,5.2,12,debt_consolidation,RENT,Fully Paid
6000.0,36,Not Verified,5.5,5,credit_card,RENT,Fully Paid
13750.0,60,Verified,1.6,2,debt_consolidation,RENT,Charged Off
3500.0,60,Source Verified,3.5,4,other,RENT,Charged Off
7500.0,36,Verified,5.6,4,debt_consolidation,RENT,Fully Paid
35000.0,60,Verified,4.5,4,home_improvement,MORTGAGE,Fully Paid
5000.0,36,Not Verified,5.2,5,debt_consolidation,RENT,Charged Off
11000.0,60,Not Verified,5.3,3,home_improvement,RENT,Fully Paid
30000.0,60,Verified,0.49999999999999994,5,debt_consolidation,RENT,Fully Paid
6000.0,36,Verified,5.5,12,other,MORTGAGE,Fully Paid
10000.0,36,Verified,3.5,7,debt_consolidation,RENT,Fully Paid
35000.0,60,Source Verified,1.6,0,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,Not Verified,4.6,12,credit_card,RENT,Fully Paid
2225.0,36,Source Verified,6.2,0,debt_consolidation,RENT,Fully Paid
10000.0,36,Source Verified,6.5,12,house,OWN,Fully Paid
3000.0,36,Source Verified,4.6,1,medical,RENT,Fully Paid
12000.0,36,Not Verified,6.4,5,credit_card,RENT,Fully Paid
8400.0,60,Not Verified,5.4,12,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,Source Verified,5.3,5,major_purchase,MORTGAGE,Fully Paid
5600.0,36,Not Verified,5.4,8,debt_consolidation,RENT,Fully Paid
15000.0,36,Source Verified,5.6,4,other,RENT,Fully Paid
15000.0,60,Verified,3.3,7,debt_consolidation,MORTGAGE,Fully Paid
4000.0,60,Not Verified,2.3,9,other,RENT,Fully Paid
3900.0,60,Source Verified,4.3,12,car,OWN,Fully Paid
12000.0,60,Not Verified,2.5,1,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,4.2,12,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,Source Verified,3.4,12,debt_consolidation,MORTGAGE,Fully Paid
2400.0,36,Verified,6.3,4,home_improvement,RENT,Charged Off
6000.0,36,Source Verified,3.5,2,home_improvement,RENT,Fully Paid
3300.0,36,Source Verified,5.4,7,small_business,RENT,Fully Paid
8000.0,60,Verified,2.6,6,home_improvement,MORTGAGE,Fully Paid
3000.0,36,Source Verified,4.5,4,medical,RENT,Charged Off
4500.0,36,Verified,6.5,12,major_purchase,MORTGAGE,Fully Paid
20000.0,36,Verified,5.6,1,debt_consolidation,MORTGAGE,Fully Paid
5000.0,60,Source Verified,3.2,7,car,RENT,Fully Paid
11200.0,60,Verified,4.2,0,debt_consolidation,OWN,Fully Paid
6400.0,60,Verified,3.5,6,small_business,RENT,Fully Paid
13000.0,60,Source Verified,1.6,4,debt_consolidation,OWN,Fully Paid
30000.0,60,Verified,1.5,12,debt_consolidation,MORTGAGE,Charged Off
12375.0,60,Source Verified,3.3,1,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Source Verified,4.5,12,debt_consolidation,RENT,Fully Paid
12000.0,60,Not Verified,4.2,6,home_improvement,MORTGAGE,Fully Paid
4375.0,36,Verified,6.5,0,debt_consolidation,RENT,Fully Paid
16800.0,60,Source Verified,5.4,3,debt_consolidation,RENT,Fully Paid
3000.0,36,Not Verified,6.3,7,major_purchase,RENT,Fully Paid
5600.0,36,Source Verified,5.2,1,debt_consolidation,OWN,Fully Paid
1900.0,36,Not Verified,6.3,3,other,RENT,Charged Off
32000.0,60,Verified,3.2,2,debt_consolidation,MORTGAGE,Fully Paid
12000.0,60,Source Verified,3.4,5,small_business,RENT,Charged Off
10000.0,60,Verified,5.4,0,debt_consolidation,RENT,Fully Paid
21250.0,60,Verified,0.6,2,debt_consolidation,MORTGAGE,Fully Paid
12000.0,36,Source Verified,5.4,3,debt_consolidation,RENT,Fully Paid
7000.0,36,Source Verified,6.4,3,credit_card,RENT,Fully Paid
5000.0,36,Verified,4.6,1,debt_consolidation,RENT,Fully Paid
8000.0,60,Not Verified,3.2,5,debt_consolidation,RENT,Fully Paid
21000.0,60,Verified,4.5,4,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,4.6,8,home_improvement,MORTGAGE,Fully Paid
4375.0,36,Source Verified,5.5,0,car,RENT,Charged Off
20000.0,60,Verified,1.2999999999999998,12,debt_consolidation,MORTGAGE,Charged Off
6300.0,60,Not Verified,3.4,12,home_improvement,MORTGAGE,Fully Paid
2425.0,36,Not Verified,6.6,4,credit_card,RENT,Fully Paid
15000.0,60,Verified,5.4,0,small_business,MORTGAGE,Fully Paid
15000.0,60,Not Verified,5.2,12,debt_consolidation,MORTGAGE,Charged Off
24000.0,36,Source Verified,5.4,0,credit_card,MORTGAGE,Fully Paid
19200.0,60,Verified,5.2,5,debt_consolidation,MORTGAGE,Fully Paid
13000.0,36,Not Verified,5.6,2,credit_card,RENT,Fully Paid
11200.0,36,Verified,6.6,3,credit_card,MORTGAGE,Fully Paid
5000.0,36,Source Verified,6.2,4,credit_card,MORTGAGE,Fully Paid
15000.0,60,Verified,4.6,5,debt_consolidation,RENT,Fully Paid
12700.0,60,Not Verified,3.5,4,small_business,MORTGAGE,Charged Off
10000.0,36,Source Verified,6.2,4,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,6.3,12,debt_consolidation,MORTGAGE,Fully Paid
17000.0,60,Verified,3.5,8,small_business,MORTGAGE,Charged Off
10000.0,36,Not Verified,3.4,2,debt_consolidation,MORTGAGE,Fully Paid
3000.0,60,Not Verified,2.6,0,wedding,RENT,Fully Paid
2500.0,36,Not Verified,5.4,4,major_purchase,RENT,Fully Paid
15000.0,60,Source Verified,2.6,7,renewable_energy,MORTGAGE,Fully Paid
8000.0,36,Not Verified,5.2,3,debt_consolidation,RENT,Fully Paid
16300.0,36,Verified,3.5,12,credit_card,MORTGAGE,Charged Off
30000.0,36,Verified,6.3,12,debt_consolidation,RENT,Fully Paid
7000.0,36,Source Verified,3.5,2,debt_consolidation,RENT,Fully Paid
1000.0,36,Not Verified,6.3,1,other,RENT,Fully Paid
5500.0,60,Source Verified,5.5,1,car,MORTGAGE,Charged Off
4000.0,36,Source Verified,6.4,3,other,MORTGAGE,Fully Paid
15000.0,36,Source Verified,5.5,1,credit_card,RENT,Charged Off
7500.0,60,Not Verified,4.5,1,car,RENT,Fully Paid
12000.0,60,Not Verified,4.6,8,credit_card,MORTGAGE,Fully Paid
6000.0,36,Not Verified,6.3,5,major_purchase,MORTGAGE,Fully Paid
10000.0,36,Not Verified,6.4,12,car,MORTGAGE,Fully Paid
1200.0,36,Source Verified,6.3,4,house,RENT,Charged Off
16800.0,60,Verified,4.4,12,debt_consolidation,RENT,Charged Off
14125.0,60,Verified,4.6,12,home_improvement,MORTGAGE,Charged Off
10000.0,36,Source Verified,4.5,12,debt_consolidation,OWN,Fully Paid
25000.0,60,Verified,4.6,7,home_improvement,MORTGAGE,Charged Off
1425.0,36,Source Verified,5.4,3,credit_card,MORTGAGE,Fully Paid
2400.0,36,Source Verified,4.5,6,other,MORTGAGE,Fully Paid
15275.0,60,Verified,3.2,5,debt_consolidation,RENT,Fully Paid
10575.0,60,Not Verified,4.2,1,small_business,MORTGAGE,Fully Paid
35000.0,36,Verified,4.3,1,home_improvement,MORTGAGE,Fully Paid
2000.0,36,Source Verified,5.5,5,other,RENT,Charged Off
7000.0,60,Not Verified,5.5,7,home_improvement,MORTGAGE,Fully Paid
12000.0,36,Not Verified,6.5,12,home_improvement,MORTGAGE,Fully Paid
6250.0,36,Source Verified,6.6,0,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,Verified,5.3,2,debt_consolidation,RENT,Charged Off
35000.0,36,Verified,5.2,5,debt_consolidation,RENT,Fully Paid
7200.0,36,Not Verified,6.3,6,home_improvement,MORTGAGE,Fully Paid
8000.0,36,Not Verified,5.6,12,debt_consolidation,OWN,Fully Paid
10000.0,36,Not Verified,6.3,5,wedding,MORTGAGE,Fully Paid
2800.0,36,Not Verified,4.2,12,debt_consolidation,MORTGAGE,Charged Off
20000.0,60,Source Verified,0.6,7,debt_consolidation,OWN,Fully Paid
4000.0,36,Source Verified,5.6,0,debt_consolidation,RENT,Fully Paid
5000.0,36,Source Verified,4.6,1,major_purchase,OWN,Charged Off
6000.0,36,Verified,6.4,3,credit_card,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.2,12,other,RENT,Fully Paid
15000.0,60,Verified,2.6,1,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,Not Verified,4.6,5,other,OWN,Fully Paid
2400.0,36,Source Verified,3.4,0,car,RENT,Fully Paid
6000.0,36,Not Verified,6.5,12,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,6.6,4,small_business,MORTGAGE,Fully Paid
4000.0,36,Source Verified,4.5,0,debt_consolidation,OWN,Fully Paid
4500.0,60,Source Verified,4.3,9,other,MORTGAGE,Fully Paid
5200.0,36,Not Verified,4.4,3,debt_consolidation,RENT,Fully Paid
18000.0,36,Not Verified,6.2,6,debt_consolidation,MORTGAGE,Fully Paid
30000.0,60,Verified,4.4,12,debt_consolidation,MORTGAGE,Fully Paid
3000.0,36,Source Verified,5.5,0,debt_consolidation,RENT,Fully Paid
30000.0,60,Verified,2.6,2,debt_consolidation,MORTGAGE,Fully Paid
18000.0,36,Not Verified,5.6,0,debt_consolidation,RENT,Fully Paid
4500.0,60,Source Verified,4.5,3,major_purchase,MORTGAGE,Fully Paid
4000.0,36,Verified,5.5,12,credit_card,MORTGAGE,Fully Paid
3200.0,36,Source Verified,4.6,0,debt_consolidation,MORTGAGE,Fully Paid
35000.0,60,Not Verified,3.2,0,debt_consolidation,MORTGAGE,Fully Paid
7000.0,60,Source Verified,3.3,5,home_improvement,MORTGAGE,Fully Paid
6000.0,36,Source Verified,6.5,2,home_improvement,MORTGAGE,Fully Paid
28000.0,60,Verified,3.2,4,debt_consolidation,MORTGAGE,Fully Paid
5300.0,60,Source Verified,4.3,0,major_purchase,RENT,Fully Paid
5600.0,36,Not Verified,6.4,6,car,MORTGAGE,Fully Paid
10000.0,36,Source Verified,5.2,0,house,RENT,Fully Paid
4800.0,36,Not Verified,4.5,2,debt_consolidation,RENT,Fully Paid
31825.0,60,Verified,1.6,12,debt_consolidation,MORTGAGE,Charged Off
13200.0,36,Verified,3.4,0,credit_card,MORTGAGE,Fully Paid
4500.0,36,Source Verified,5.4,6,home_improvement,MORTGAGE,Fully Paid
9000.0,36,Not Verified,4.2,3,debt_consolidation,RENT,Charged Off
3500.0,36,Source Verified,4.3,4,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,Source Verified,4.6,2,debt_consolidation,RENT,Fully Paid
7000.0,36,Source Verified,3.5,1,credit_card,RENT,Charged Off
12000.0,36,Source Verified,6.3,0,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,4.2,9,debt_consolidation,RENT,Charged Off
4500.0,60,Not Verified,4.5,5,car,MORTGAGE,Fully Paid
6000.0,36,Source Verified,5.5,2,credit_card,MORTGAGE,Fully Paid
2000.0,36,Source Verified,5.3,2,medical,OWN,Fully Paid
5500.0,60,Source Verified,5.4,8,home_improvement,MORTGAGE,Fully Paid
1000.0,36,Source Verified,5.4,4,debt_consolidation,OWN,Fully Paid
20000.0,36,Verified,4.2,6,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,Not Verified,5.6,2,debt_consolidation,RENT,Fully Paid
15000.0,36,Not Verified,4.6,12,credit_card,MORTGAGE,Fully Paid
5000.0,36,Not Verified,3.4,5,other,RENT,Fully Paid
7600.0,36,Source Verified,5.6,8,home_improvement,MORTGAGE,Fully Paid
30000.0,60,Verified,2.3,1,debt_consolidation,RENT,Fully Paid
9000.0,36,Not Verified,6.2,12,home_improvement,MORTGAGE,Fully Paid
15850.0,60,Verified,1.6,1,other,RENT,Fully Paid
30000.0,60,Source Verified,3.3,4,home_improvement,MORTGAGE,Fully Paid
12000.0,36,Source Verified,5.4,4,small_business,RENT,Fully Paid
6000.0,36,Not Verified,6.5,12,home_improvement,MORTGAGE,Fully Paid
3000.0,36,Source Verified,6.5,2,credit_card,RENT,Fully Paid
4500.0,60,Not Verified,4.6,2,car,MORTGAGE,Fully Paid
3500.0,60,Verified,6.3,6,car,MORTGAGE,Fully Paid
16000.0,60,Not Verified,5.4,12,debt_consolidation,MORTGAGE,Fully Paid
8875.0,36,Not Verified,6.2,3,debt_consolidation,RENT,Fully Paid
10950.0,36,Not Verified,5.2,7,debt_consolidation,MORTGAGE,Fully Paid
9800.0,60,Not Verified,3.5,3,credit_card,MORTGAGE,Charged Off
25000.0,60,Verified,2.2,6,debt_consolidation,MORTGAGE,Fully Paid
12000.0,60,Source Verified,2.4,3,other,RENT,Fully Paid
6000.0,36,Source Verified,5.6,3,other,RENT,Fully Paid
3000.0,36,Not Verified,6.6,2,major_purchase,MORTGAGE,Fully Paid
18825.0,60,Not Verified,4.4,9,debt_consolidation,MORTGAGE,Charged Off
10000.0,36,Verified,3.6,3,debt_consolidation,MORTGAGE,Fully Paid
7000.0,36,Not Verified,6.3,2,debt_consolidation,OWN,Fully Paid
5475.0,36,Source Verified,4.6,6,credit_card,RENT,Fully Paid
8800.0,60,Not Verified,5.2,7,car,MORTGAGE,Fully Paid
24000.0,60,Verified,5.4,12,debt_consolidation,MORTGAGE,Charged Off
7000.0,36,Not Verified,6.4,5,debt_consolidation,RENT,Fully Paid
7000.0,36,Source Verified,6.3,12,debt_consolidation,MORTGAGE,Fully Paid
4200.0,36,Source Verified,5.3,4,debt_consolidation,RENT,Fully Paid
10000.0,36,Source Verified,6.4,4,home_improvement,MORTGAGE,Fully Paid
9000.0,36,Source Verified,5.6,0,debt_consolidation,RENT,Fully Paid
10000.0,36,Source Verified,4.5,3,debt_consolidation,RENT,Fully Paid
6000.0,36,Not Verified,5.5,12,debt_consolidation,OWN,Fully Paid
12000.0,60,Not Verified,3.5,9,other,RENT,Fully Paid
4375.0,36,Not Verified,5.3,1,debt_consolidation,RENT,Fully Paid
11000.0,36,Source Verified,4.6,3,debt_consolidation,RENT,Fully Paid
10625.0,36,Source Verified,4.5,8,debt_consolidation,OWN,Charged Off
20000.0,60,Verified,4.6,6,home_improvement,OWN,Fully Paid
5000.0,60,Source Verified,2.6,1,small_business,RENT,Charged Off
3000.0,36,Source Verified,5.5,5,other,RENT,Fully Paid
4800.0,36,Not Verified,6.5,12,car,MORTGAGE,Fully Paid
3000.0,36,Source Verified,5.2,3,home_improvement,MORTGAGE,Fully Paid
8000.0,60,Verified,5.4,6,medical,MORTGAGE,Fully Paid
19125.0,60,Verified,2.5,12,debt_consolidation,MORTGAGE,Charged Off
8000.0,36,Not Verified,4.3,4,debt_consolidation,RENT,Fully Paid
16000.0,60,Not Verified,2.4,12,debt_consolidation,RENT,Fully Paid
2000.0,36,Source Verified,6.2,12,other,RENT,Fully Paid
8000.0,36,Source Verified,5.3,3,debt_consolidation,OWN,Fully Paid
10000.0,36,Verified,6.4,5,small_business,OWN,Fully Paid
8500.0,36,Not Verified,5.4,3,car,RENT,Fully Paid
5500.0,60,Source Verified,3.5,12,home_improvement,OWN,Charged Off
30000.0,60,Source Verified,2.4,4,debt_consolidation,MORTGAGE,Charged Off
26000.0,60,Verified,1.2,7,medical,RENT,Fully Paid
4400.0,36,Source Verified,6.3,12,debt_consolidation,OWN,Fully Paid
3200.0,36,Source Verified,5.3,4,major_purchase,RENT,Fully Paid
2500.0,36,Source Verified,3.3,7,other,RENT,Fully Paid
2800.0,60,Not Verified,5.4,1,car,RENT,Fully Paid
13000.0,60,Source Verified,3.4,4,debt_consolidation,MORTGAGE,Fully Paid
18250.0,60,Source Verified,4.6,6,other,MORTGAGE,Fully Paid
7000.0,36,Not Verified,5.6,3,other,RENT,Fully Paid
14000.0,60,Verified,1.6,1,debt_consolidation,RENT,Charged Off
5000.0,36,Source Verified,5.3,6,debt_consolidation,RENT,Fully Paid
35000.0,60,Verified,5.4,3,home_improvement,MORTGAGE,Fully Paid
10000.0,36,Source Verified,5.5,12,credit_card,MORTGAGE,Fully Paid
24000.0,60,Verified,5.4,4,credit_card,MORTGAGE,Fully Paid
10000.0,36,Verified,6.3,2,home_improvement,MORTGAGE,Fully Paid
8500.0,60,Not Verified,4.5,7,car,RENT,Fully Paid
15750.0,60,Source Verified,1.4,4,home_improvement,MORTGAGE,Fully Paid
2000.0,36,Not Verified,5.6,2,medical,RENT,Fully Paid
19300.0,60,Verified,3.4,9,debt_consolidation,OWN,Charged Off
