link,name,position,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
http://sofifa.com/player/165736,David Wheater ,CB,29,34,68,57,55,44,39,26,63,50,47,51,44,63,30,64,33,70,90,27,78,66,48,48,26,54,72,70,65,13,15,7,12,11
http://sofifa.com/player/199027,Jack Robinson ,LB,60,36,56,65,32,58,60,40,59,67,77,76,75,59,84,43,82,69,58,38,68,59,49,57,43,59,72,74,75,14,14,13,10,6
http://sofifa.com/player/164469,Gabriel Agbonlahor ,ST,64,70,73,61,66,72,71,46,54,70,79,80,71,50,51,75,59,45,71,67,81,20,61,61,66,50,48,32,20,12,6,11,7,9
http://sofifa.com/player/172928,Chris Lines ,CM,70,61,53,74,50,67,70,69,71,71,62,63,65,59,58,63,57,67,59,67,48,42,67,73,68,66,50,58,47,16,16,11,10,16
http://sofifa.com/player/155524,Richard Stearman ,CB,45,33,68,63,30,45,32,33,53,57,54,57,58,66,50,50,70,66,74,43,79,67,42,36,48,46,66,67,68,9,10,11,16,6
http://sofifa.com/player/213642,James Wilson ,ST,45,70,62,59,57,68,49,42,52,69,79,79,65,66,71,67,64,72,67,59,36,24,71,60,67,60,16,23,24,9,15,14,8,16
http://sofifa.com/player/213905,Sam Gallagher ,ST,38,68,77,54,71,61,54,40,44,64,81,78,66,57,54,72,72,77,75,60,58,36,66,53,61,59,38,41,39,12,11,16,13,8
http://sofifa.com/player/208534,Alfie Mawson ,CB,23,41,76,59,36,47,22,24,52,60,55,58,50,64,51,43,78,60,80,16,63,64,25,26,32,67,70,68,65,14,12,12,14,10
http://sofifa.com/player/225441,Kasey Palmer ,CAM RM,62,63,58,66,50,74,64,65,65,73,72,75,63,55,69,74,55,54,60,72,47,31,66,69,57,69,50,46,49,7,16,9,11,16
http://sofifa.com/player/162979,Andrew Davies ,CB,23,22,71,52,23,34,22,31,53,45,66,66,58,60,55,31,75,80,82,27,78,65,30,30,21,62,65,71,65,9,12,12,14,7
http://sofifa.com/player/53412,Anton Ferdinand ,CB,43,35,74,53,42,51,44,42,59,46,62,64,62,65,60,55,81,59,73,43,65,70,25,52,51,65,70,69,68,7,11,12,7,14
http://sofifa.com/player/138151,John Welsh ,CDM CM,53,39,56,68,41,56,47,49,59,64,54,52,41,66,71,61,72,84,80,53,82,68,51,56,46,66,69,70,66,7,10,8,13,12
http://sofifa.com/player/204464,Joe Ralls ,CM LM,71,61,37,72,55,65,69,67,66,70,68,69,74,67,67,70,54,76,61,69,55,54,60,69,52,60,56,65,56,9,16,13,11,11
http://sofifa.com/player/162993,James Perch ,RB LB,65,49,68,65,42,63,47,37,64,64,66,64,62,66,71,53,71,71,66,44,71,69,61,61,51,64,72,71,72,10,7,9,9,8
http://sofifa.com/player/170163,Lewis McGugan ,CM CAM,67,68,46,72,65,69,76,74,75,71,72,73,72,65,78,83,73,64,71,72,51,47,64,71,75,69,52,58,52,14,9,16,16,12
http://sofifa.com/player/100803,Karl Henry ,CDM,62,51,57,68,46,63,52,42,63,65,50,52,50,63,59,70,72,67,80,64,81,70,57,58,45,70,70,67,70,15,12,9,15,10
http://sofifa.com/player/187077,Freddie Sears ,ST LM LW,66,67,62,65,63,71,62,69,58,70,86,85,85,64,86,67,52,80,63,66,68,32,69,67,65,71,19,45,39,15,7,15,14,7
http://sofifa.com/player/216268,Duncan Watmore ,RM LM ST,58,69,49,66,58,74,67,42,56,67,84,79,77,64,82,66,57,67,59,57,46,21,67,60,65,58,28,30,35,6,15,8,14,15
http://sofifa.com/player/222420,Grant Ward ,RM CAM RW,67,64,51,66,47,67,58,60,63,68,81,82,77,65,78,68,63,86,62,71,63,63,60,62,54,63,58,60,58,9,9,6,8,12
http://sofifa.com/player/192473,Lee Novak ,ST LM,62,69,66,60,64,63,63,61,51,67,68,73,68,66,67,73,80,86,74,70,71,45,67,66,71,69,37,40,30,11,9,9,13,8
http://sofifa.com/player/228829,Marc Roberts ,CB,23,21,65,48,23,33,24,29,51,66,52,59,41,66,51,33,84,62,81,20,65,72,25,32,34,44,63,68,66,7,12,16,16,14
http://sofifa.com/player/190430,Joe Bennett ,LB,67,35,63,61,26,61,45,61,59,67,76,68,75,63,67,65,71,69,65,28,75,67,53,59,45,64,71,71,71,9,8,11,7,14
http://sofifa.com/player/183527,Jay Spearing ,CM CDM,58,59,65,66,44,65,65,66,65,72,73,68,74,69,93,70,90,85,61,68,87,72,58,67,55,75,70,72,73,6,14,8,12,11
http://sofifa.com/player/163050,Billy Sharp ,ST,47,70,64,56,70,67,67,55,54,66,69,68,70,70,73,72,80,66,76,66,71,33,70,65,74,70,24,34,30,7,8,11,11,8
http://sofifa.com/player/53739,Lee Grant ,GK,19,17,14,26,15,11,17,19,24,20,56,49,63,67,45,24,71,37,69,19,42,23,14,56,20,59,12,13,19,71,61,69,69,70
http://sofifa.com/player/163828,Adam Le Fondre ,ST,56,74,60,65,70,63,66,53,53,69,75,74,70,69,77,66,75,70,60,62,47,34,70,66,79,71,19,21,14,8,7,6,6,16
http://sofifa.com/player/205818,Ryan Woods ,CDM CM,62,55,48,73,57,70,63,55,68,72,85,78,86,65,87,65,82,85,70,65,62,60,58,67,56,63,60,68,64,15,12,11,7,15
http://sofifa.com/player/203265,Tyler Blackett ,LB CB,65,24,64,70,41,64,65,65,64,69,68,74,47,66,48,56,64,65,81,56,72,71,45,51,45,54,66,67,64,15,11,15,8,14
http://sofifa.com/player/156164,Martin Cranie ,CB RB,62,38,68,67,27,52,37,39,53,65,67,65,62,60,63,65,80,76,70,33,66,67,45,47,30,61,65,66,65,7,16,9,9,6
http://sofifa.com/player/206085,Jacob Murphy ,LM RM CAM,65,63,31,61,40,70,69,66,51,66,85,83,81,62,74,70,51,67,58,72,31,16,68,64,53,60,27,32,34,13,16,13,10,6
http://sofifa.com/player/162053,Luke Chambers ,RB CB,63,23,71,65,17,45,34,17,56,57,65,67,64,64,60,40,75,80,80,24,75,68,21,50,25,52,67,72,66,16,10,8,14,7
http://sofifa.com/player/224520,Ryan Kent ,RM LM CAM,53,58,40,67,36,75,54,32,61,68,88,86,86,58,84,53,54,61,56,60,33,19,57,65,52,49,19,20,17,9,8,6,13,7
http://sofifa.com/player/156170,Jerome Thomas ,LM,70,62,48,65,64,69,72,27,65,69,74,70,68,61,69,66,48,56,59,58,41,56,66,66,41,71,33,33,30,12,12,12,6,14
http://sofifa.com/player/199960,Jamie Paterson ,CAM LM,67,66,62,66,57,71,67,69,63,69,84,82,88,66,77,68,72,71,39,67,27,32,60,57,64,67,20,18,27,14,8,12,12,7
http://sofifa.com/player/220697,James Maddison ,CAM,59,67,30,65,60,72,71,70,64,67,78,74,87,57,79,60,56,58,31,65,56,29,61,67,71,72,16,28,25,11,14,14,12,14
http://sofifa.com/player/53792,Mark Hudson ,CB,27,31,71,58,37,38,26,33,43,58,33,33,30,64,59,59,72,70,71,39,63,72,32,42,37,64,64,72,70,13,6,9,10,9
http://sofifa.com/player/205346,Ryan Fredericks ,RB RWB,68,49,52,64,51,71,62,42,60,65,90,91,80,63,73,50,57,68,69,46,48,57,60,52,65,50,60,68,68,16,7,8,15,9
http://sofifa.com/player/206115,Isaac Hayden ,CDM,43,47,54,69,30,63,45,38,60,66,63,68,60,60,61,52,70,76,78,40,71,67,51,64,49,58,62,68,64,9,15,8,8,12
http://sofifa.com/player/218659,Matt Targett ,LB,70,36,56,64,37,64,63,62,62,61,77,78,72,57,65,34,61,68,63,38,63,66,49,40,51,54,64,71,68,10,15,8,11,14
http://sofifa.com/player/50723,Stuart Taylor ,GK,13,11,20,28,12,11,13,11,18,26,51,52,54,68,51,25,32,44,76,13,40,24,13,21,41,62,11,12,12,64,72,63,65,69
http://sofifa.com/player/173349,Lionel Ainsworth ,RM,64,57,30,63,61,67,63,45,58,63,91,91,82,62,91,69,58,73,33,60,36,25,60,61,59,51,19,23,15,10,8,14,12,12
http://sofifa.com/player/213798,Alex Mowatt ,CAM CM LM,73,66,49,72,56,67,77,75,70,73,51,49,59,57,76,74,63,67,65,75,65,58,67,70,60,69,50,57,55,10,14,8,16,15
http://sofifa.com/player/200746,John Lundstram ,CM CDM,63,57,52,74,48,63,59,63,68,68,67,68,67,62,64,66,62,75,64,60,54,60,56,69,52,67,56,58,54,14,6,6,9,8
http://sofifa.com/player/198704,Josh McEachran ,CDM CM,70,65,44,76,48,72,65,55,72,75,78,74,81,67,83,70,54,70,53,68,51,59,65,76,62,76,66,67,64,9,10,7,16,15
http://sofifa.com/player/203060,Josh Vela ,CM CAM RB,59,60,48,73,56,67,46,50,68,70,66,68,72,65,76,46,62,80,66,58,84,46,65,63,46,71,64,66,68,14,9,9,12,15
http://sofifa.com/player/189498,Harry Forrester ,CAM LW,59,60,55,68,58,70,51,65,58,69,74,76,73,62,81,69,73,71,58,66,55,45,61,66,57,62,36,29,27,15,8,10,13,8
http://sofifa.com/player/193083,Ross Draper ,CDM CAM,41,57,68,66,30,64,57,57,61,65,63,61,47,64,54,58,70,82,91,56,74,67,63,66,57,74,61,65,61,13,12,8,14,11
http://sofifa.com/player/228668,Matty Taylor ,ST,50,70,68,64,55,66,62,37,53,67,76,79,80,55,83,70,77,73,56,63,59,24,71,67,72,59,15,19,21,13,11,14,11,15
http://sofifa.com/player/203069,Ryan Tunnicliffe ,CM,66,53,56,71,49,64,50,47,65,70,67,68,60,65,68,68,61,76,69,61,76,66,64,68,56,59,59,66,65,8,13,13,12,7
http://sofifa.com/player/231485,Axel Tuanzebe ,CB,33,26,68,65,37,60,36,37,49,59,74,77,62,60,65,46,77,66,74,34,72,62,31,35,50,52,66,66,67,5,8,5,13,12
http://sofifa.com/player/53827,Matt Taylor ,CDM LM,75,66,66,68,69,69,77,79,70,72,50,51,64,64,71,78,73,70,72,70,80,62,67,76,69,70,64,62,63,16,13,16,12,16
http://sofifa.com/player/196952,Jake Bidwell ,LB,70,29,56,68,44,59,58,60,66,65,70,68,60,62,64,65,59,75,65,51,65,64,63,55,21,62,71,69,66,13,13,12,12,12
http://sofifa.com/player/116314,David Martin ,GK,18,15,18,33,14,16,13,19,27,30,42,36,59,66,40,23,60,38,71,14,28,15,13,44,15,60,15,12,12,68,62,67,67,72
http://sofifa.com/player/198235,Jon Taylor ,LM RM,63,64,41,56,31,70,46,37,43,63,91,90,90,64,73,61,74,85,57,65,64,28,63,55,63,56,24,25,20,6,16,16,7,10
http://sofifa.com/player/203355,Robert Hall ,RM LM CAM,69,62,59,61,57,69,67,63,56,64,88,87,75,61,82,60,74,66,58,61,56,13,65,54,51,59,17,20,13,13,11,9,10,16
http://sofifa.com/player/193884,Sam Clucas ,LM CM CDM,67,65,60,67,61,67,64,63,59,67,69,75,64,59,61,64,70,91,63,63,56,59,62,68,65,68,56,59,53,6,9,9,8,6
http://sofifa.com/player/189278,Luke Murphy ,CM CDM,66,60,42,72,47,65,68,61,67,67,61,64,55,65,64,70,50,77,68,73,68,64,58,69,62,66,52,60,59,6,14,16,8,15
http://sofifa.com/player/229984,Ben Chilwell ,LB,66,38,55,65,39,72,60,46,59,69,81,77,69,64,67,39,74,69,61,35,69,64,65,65,50,65,65,68,67,10,7,14,7,10
http://sofifa.com/player/169568,Adam Hammill ,LM RM,68,65,37,63,64,72,63,66,60,70,77,73,70,60,71,68,47,63,57,70,62,43,62,56,53,68,45,47,46,6,7,8,6,8
http://sofifa.com/player/182883,Kieran Agard ,ST,61,64,62,60,61,64,40,31,54,61,83,86,85,70,75,65,81,76,70,60,60,46,69,54,68,55,48,30,23,13,6,9,10,7
http://sofifa.com/player/200292,Jason Lowe ,RB CM CDM,65,37,55,69,53,57,42,68,67,61,65,65,59,68,66,63,56,79,63,61,79,71,51,54,62,63,69,64,69,7,7,16,12,9
http://sofifa.com/player/173671,Kyle McFadzean ,CB,20,35,65,53,28,43,22,28,45,50,53,51,33,56,52,51,66,70,85,33,81,70,20,47,36,45,61,69,63,11,13,11,6,6
http://sofifa.com/player/183147,Seb Hines ,CB,49,36,66,64,31,48,36,34,56,55,69,73,54,64,63,21,74,69,75,29,63,68,27,39,50,60,68,67,66,10,10,14,12,12
http://sofifa.com/player/231281,Trent Alexander,RB RM CM,66,58,58,74,41,65,52,48,67,60,83,83,74,60,75,62,66,79,57,46,67,60,62,63,55,64,62,63,63,14,15,14,6,7
http://sofifa.com/player/204411,Rohan Ince ,CDM CM CB,30,27,68,67,62,65,42,40,60,64,75,72,58,62,62,71,70,74,83,59,74,69,51,59,41,66,63,68,72,13,13,13,11,16
http://sofifa.com/player/189311,Tom Hateley ,CDM,65,40,65,68,45,65,71,71,61,69,66,74,72,65,76,74,74,90,72,66,71,64,55,69,67,68,64,65,63,9,7,6,13,8
http://sofifa.com/player/177793,Greg Tansey ,CDM,63,63,60,73,58,63,74,77,72,64,65,69,70,67,63,75,80,90,82,74,54,60,60,68,75,68,60,65,62,9,14,15,6,15
http://sofifa.com/player/211595,George Evans ,CDM CM,51,59,61,73,46,62,63,50,70,68,67,67,73,66,74,66,61,72,66,64,60,65,62,69,36,62,62,63,59,10,9,15,13,14
http://sofifa.com/player/156299,Shaun Barker ,CB,41,47,71,62,42,38,41,46,60,57,30,33,50,61,50,51,80,31,77,34,68,69,54,53,44,73,70,67,61,7,6,16,6,9
http://sofifa.com/player/179856,David Perkins ,CM,53,43,45,68,32,59,38,62,64,67,68,63,81,68,84,65,80,87,58,62,77,72,56,69,56,69,46,70,70,10,10,12,12,8
http://sofifa.com/player/221841,Adam Armstrong ,ST,45,71,57,59,56,67,68,61,55,64,89,86,76,61,88,65,75,72,58,67,78,36,70,48,68,66,20,17,21,10,13,13,12,7
http://sofifa.com/player/202131,Jordan Cousins ,CM RM CDM,49,49,44,74,46,63,23,29,72,69,77,80,80,61,78,68,86,83,65,57,69,57,58,62,47,66,45,61,55,15,12,8,14,14
http://sofifa.com/player/216467,Jack Payne ,CAM,54,62,37,65,50,69,60,51,60,68,80,78,91,60,94,67,81,69,35,66,53,20,62,66,57,56,17,21,16,6,15,16,16,11
http://sofifa.com/player/172179,Tommy Spurr ,LB CB,68,50,68,64,58,53,26,34,60,63,66,70,72,68,61,63,70,85,71,55,75,63,33,54,42,58,63,67,63,13,14,13,12,16
http://sofifa.com/player/161943,Elliott Ward ,CB,32,32,71,54,24,23,26,31,58,50,34,55,57,67,57,50,83,67,75,33,68,64,34,35,67,61,67,71,67,10,14,9,13,8
http://sofifa.com/player/195479,James Tavernier ,RB,68,60,59,64,46,68,68,72,63,64,79,81,71,63,71,66,65,80,73,69,60,59,56,49,65,53,62,69,65,15,13,8,11,12
http://sofifa.com/player/169112,Lee Martin ,LM RM,68,59,49,67,60,71,63,60,64,66,76,78,75,55,66,70,71,82,64,65,71,50,59,66,70,63,42,52,46,7,11,15,10,14
http://sofifa.com/player/211098,Bradley Dack ,CAM CM,67,66,57,68,59,65,75,71,66,66,83,74,72,58,76,68,70,73,64,66,80,59,70,68,63,77,49,58,45,10,7,15,16,9
http://sofifa.com/player/213666,Ruben Loftus,CAM CM,36,61,57,75,31,68,31,31,65,70,69,70,58,55,71,51,60,76,71,47,52,62,68,67,45,71,64,67,61,11,7,12,15,13
http://sofifa.com/player/177315,Gary Roberts ,CAM LM,68,64,48,70,66,72,70,69,64,70,53,54,73,55,72,65,45,61,58,67,65,33,65,74,74,70,15,33,30,11,10,9,11,7
http://sofifa.com/player/162980,Andrew Taylor ,LB,67,41,58,66,42,67,54,41,63,66,67,68,63,65,74,54,70,74,64,40,69,62,48,51,39,64,71,71,69,14,6,16,12,15
http://sofifa.com/player/205990,Harrison Reed ,CDM,59,49,46,74,40,62,58,51,66,66,69,68,74,58,85,58,56,74,65,53,77,61,55,66,49,66,58,70,64,7,12,14,10,11
http://sofifa.com/player/138413,Matthew Kilgallon ,CB,49,28,72,50,39,44,38,20,53,50,52,52,47,51,53,38,72,67,72,12,69,71,42,44,45,50,67,74,68,10,16,16,7,14
http://sofifa.com/player/213689,Ben Pearson ,CM CDM,47,47,50,70,40,68,45,36,67,71,67,70,64,64,75,63,72,88,75,40,90,65,57,62,42,65,64,72,67,8,15,9,16,11
http://sofifa.com/player/209852,Brendan Galloway ,LB CB,54,30,61,69,32,49,36,34,55,68,79,82,74,63,63,51,64,70,66,40,62,60,43,49,44,60,64,70,70,6,14,9,8,8
http://sofifa.com/player/212158,Osayamen Osawe ,ST RM,37,67,62,61,60,67,43,32,33,62,83,90,70,63,67,68,82,66,73,57,46,16,66,52,65,62,21,24,16,6,15,8,9,10
http://sofifa.com/player/182206,Richard O,GK,23,19,11,26,12,14,11,11,34,33,57,54,56,68,51,15,63,32,70,11,29,16,13,48,14,49,11,19,19,69,64,67,64,70
http://sofifa.com/player/201927,Callum Harriott ,LM RM ST,66,60,32,60,43,74,59,50,52,67,89,87,83,62,91,64,83,55,52,66,52,21,62,64,52,61,23,44,26,8,11,13,15,15
http://sofifa.com/player/228295,Rob Holding ,CB,52,30,64,62,27,65,33,30,44,68,64,66,60,66,71,48,73,76,75,27,60,63,40,55,38,71,66,70,68,14,11,10,14,13
http://sofifa.com/player/192970,Danny Mayor ,LM,64,64,49,59,36,71,66,50,56,67,81,83,80,56,78,65,63,71,62,67,53,56,64,66,62,54,15,18,20,13,6,8,14,10
http://sofifa.com/player/179663,Tommy Rowe ,LM CM,64,53,57,67,43,66,38,53,66,66,74,75,79,65,71,57,64,80,60,52,47,65,67,64,53,63,67,67,65,14,14,14,13,16
http://sofifa.com/player/184274,Chris Basham ,CB CM,52,35,66,64,62,53,48,39,65,58,66,69,58,66,64,67,61,72,78,69,77,68,36,59,50,59,65,64,63,14,15,6,7,6
http://sofifa.com/player/139476,Dean Gerken ,GK,13,17,17,31,19,16,16,20,32,24,46,51,64,65,65,23,65,40,70,15,30,21,11,45,16,44,17,13,12,69,66,67,65,70
http://sofifa.com/player/200667,Max Power ,CM,65,64,51,70,56,63,60,63,68,67,65,62,60,61,73,75,72,73,71,66,63,64,64,66,61,65,59,64,62,7,14,14,11,7
http://sofifa.com/player/173531,Ben Amos ,GK,14,13,15,12,13,14,13,11,15,23,50,45,54,62,52,12,57,25,62,15,28,23,16,67,11,63,13,11,12,65,68,67,65,71
http://sofifa.com/player/173533,David Button ,GK,13,12,19,34,11,18,12,15,23,22,60,55,34,59,45,12,78,35,67,13,37,24,12,46,11,48,12,17,11,70,69,57,64,70
http://sofifa.com/player/176357,John Mousinho ,CB,51,51,64,63,55,61,46,54,61,65,60,65,70,66,68,62,63,80,78,55,74,62,60,60,61,61,64,68,66,15,13,11,16,8
http://sofifa.com/player/111590,Liam Feeney ,RM ST,67,62,43,57,59,72,63,48,52,65,83,83,78,61,70,63,59,78,65,60,49,38,63,63,51,54,37,39,38,12,8,10,12,8
http://sofifa.com/player/184300,Jay Simpson ,ST,52,67,62,57,67,68,54,45,33,68,79,78,82,57,71,68,59,70,74,60,61,25,69,58,70,62,25,25,21,10,11,8,14,6
http://sofifa.com/player/53998,Stephen Warnock ,LB CB,68,56,63,64,36,65,45,60,58,60,63,53,60,71,54,65,68,67,71,43,77,70,41,45,63,70,71,69,70,14,15,11,14,11
http://sofifa.com/player/173815,Michael Bostwick ,CB CM RB,41,49,67,67,41,49,46,63,62,59,65,52,58,61,34,76,59,90,85,74,74,68,52,52,46,66,61,66,62,15,13,6,9,9
http://sofifa.com/player/222970,Erhun Oztumer ,CAM,58,60,16,65,63,66,70,67,66,70,88,70,93,59,97,65,80,75,25,70,65,22,63,65,62,76,15,22,17,11,15,11,13,15
http://sofifa.com/player/206075,Sam Johnstone ,GK,17,11,17,27,15,16,16,17,35,18,33,36,37,54,27,24,45,21,60,16,24,17,11,41,42,22,13,17,20,70,71,67,63,73
http://sofifa.com/player/225024,Mason Holgate ,RB CB,40,37,62,68,40,65,39,35,57,67,78,81,65,65,57,51,57,74,73,42,63,56,50,45,40,69,65,71,70,13,12,9,8,16
http://sofifa.com/player/163584,Paul Robinson ,CB,32,34,67,51,17,35,24,24,64,55,49,52,55,64,62,59,72,69,72,33,75,67,40,47,32,65,67,67,60,7,7,15,9,12
http://sofifa.com/player/169474,Andy Taylor ,LB CB,64,37,56,63,42,55,69,69,60,61,65,69,58,62,72,68,76,74,75,44,76,64,57,58,43,59,64,69,68,10,15,7,9,12
http://sofifa.com/player/190722,Marvin Sordell ,ST LW,58,67,56,60,63,64,55,55,54,66,84,87,74,66,68,67,74,75,80,63,57,25,60,59,64,69,27,39,33,12,15,13,10,7
http://sofifa.com/player/193028,Stuart Beavon ,ST,56,68,63,51,60,67,55,50,47,71,73,74,77,67,83,68,91,94,57,64,78,43,68,58,68,66,32,25,13,16,7,12,16,14
http://sofifa.com/player/186122,Byron Webster ,CB,24,35,65,59,25,41,31,42,54,57,63,64,46,53,34,44,70,73,90,44,82,58,38,34,49,58,63,63,61,16,8,8,16,11
http://sofifa.com/player/200715,Adam Davies ,GK,12,11,16,25,13,12,16,18,13,16,42,40,39,66,40,26,46,36,47,15,34,17,14,44,23,32,12,16,13,66,64,58,66,68
http://sofifa.com/player/212493,Sullay Kaikai ,LM RM,64,65,32,62,59,70,62,69,56,71,83,84,85,47,76,65,56,61,56,64,32,32,57,63,53,48,24,23,22,15,7,14,10,15
http://sofifa.com/player/181521,Sam Saunders ,RM CM LM,71,57,28,67,41,69,69,75,64,67,67,67,84,59,84,64,81,72,58,67,70,55,60,64,59,61,24,31,22,10,7,12,8,13
http://sofifa.com/player/202771,Joe Newell ,LM CM,72,59,62,66,64,67,67,68,65,64,76,78,81,64,59,60,41,59,62,63,43,54,53,62,63,62,56,62,63,10,14,7,13,11
http://sofifa.com/player/169493,Frank Fielding ,GK,23,11,22,33,13,12,12,15,31,23,39,39,41,65,45,19,65,33,64,13,43,21,11,37,22,41,20,12,14,66,67,60,66,69
http://sofifa.com/player/188181,Dean Moxey ,LB,73,54,60,61,44,64,53,39,57,62,74,67,71,63,64,57,60,75,67,60,65,65,44,54,39,61,64,66,65,6,8,8,9,9
http://sofifa.com/player/163351,Luke Varney ,ST LM,65,62,74,64,54,62,53,42,61,64,75,74,76,66,72,68,91,70,70,66,64,33,64,59,61,60,33,44,35,16,9,8,14,13
http://sofifa.com/player/178713,Liam Trotter ,CM CAM CDM,61,62,65,67,58,65,54,50,66,67,67,65,57,66,66,67,73,67,79,61,76,65,65,67,71,63,50,65,56,15,11,11,16,16
http://sofifa.com/player/192540,Mark Duffy ,RM LM,66,61,42,62,45,63,60,52,56,62,79,78,77,62,77,61,83,72,68,60,64,38,64,70,52,67,14,30,24,12,13,7,15,8
http://sofifa.com/player/200741,Tyias Browning ,RB CB,52,25,64,64,33,46,28,17,45,65,69,77,56,64,55,48,66,64,69,35,60,64,41,27,43,52,67,72,66,10,13,7,9,12
http://sofifa.com/player/138279,Lloyd Dyer ,LM LWB,64,51,37,65,45,69,52,56,64,63,88,88,83,59,77,58,61,66,58,42,40,47,67,50,50,61,36,39,35,8,8,7,5,10
http://sofifa.com/player/178218,Stephen Darby ,RB,59,32,59,53,30,58,54,28,56,63,74,77,78,61,82,39,84,84,81,34,63,70,50,55,54,68,69,61,67,15,16,11,15,14
http://sofifa.com/player/190254,Wes Thomas ,ST,36,67,65,53,59,59,45,37,42,62,77,84,82,67,78,68,81,80,76,60,82,29,63,44,63,57,15,17,19,5,7,7,6,7
http://sofifa.com/player/202799,Jordan Graham ,LM RM,70,57,34,56,54,77,74,68,46,67,83,85,75,53,75,65,56,65,40,57,43,23,57,63,58,60,21,23,24,7,15,14,14,13
http://sofifa.com/player/189492,Stuart O,CM,53,54,46,69,57,64,49,36,64,67,70,68,77,62,84,63,56,83,66,66,75,65,59,62,41,57,60,69,53,10,11,11,16,9
http://sofifa.com/player/195124,David Amoo ,RM,61,62,61,61,53,67,51,44,56,66,93,93,84,50,80,63,62,70,75,56,48,31,63,58,60,56,43,41,36,15,16,16,8,9
http://sofifa.com/player/202808,Nicholas Yennaris ,CDM CM,59,50,55,67,29,61,45,25,65,67,77,75,82,65,82,60,72,67,63,37,58,63,52,64,50,56,69,69,68,11,7,13,7,8
http://sofifa.com/player/204860,Kane Hemmings ,ST,32,70,67,57,44,64,37,32,43,64,74,71,65,55,51,68,57,73,74,61,27,30,68,58,63,68,12,17,19,13,8,8,12,15
http://sofifa.com/player/223551,Lee Gregory ,ST,43,66,61,49,63,62,56,61,46,64,72,73,71,66,58,61,71,71,78,61,46,21,73,57,69,61,31,23,29,7,13,15,8,15
http://sofifa.com/player/202048,Conor Coady ,CM CDM RB,60,62,66,69,65,64,52,59,65,67,59,61,59,64,60,73,58,75,70,69,85,70,59,63,62,73,61,71,72,8,15,10,12,8
http://sofifa.com/player/164417,James O,CB,58,32,62,64,34,52,43,37,57,61,58,54,67,65,74,45,84,73,74,47,66,64,39,59,51,72,62,68,67,12,10,10,14,8
http://sofifa.com/player/200779,Jonson Clarke,ST,44,64,64,33,39,62,40,27,29,62,85,84,79,64,59,82,71,59,82,68,58,20,59,36,62,46,15,23,22,14,7,10,6,11
http://sofifa.com/player/173899,Joe Skarz ,LB CB,61,32,62,59,41,57,62,57,56,57,68,69,62,62,63,43,70,83,72,33,58,63,49,48,45,54,67,69,67,6,11,9,12,6
http://sofifa.com/player/138830,Dean Lewington ,LB,59,22,57,62,18,51,52,63,61,63,55,53,73,73,55,51,62,82,83,49,70,62,56,54,22,69,65,74,70,7,12,16,14,14
http://sofifa.com/player/204622,Josh Meekings ,CB RB,25,34,66,55,25,46,25,25,44,52,71,78,60,51,50,34,83,71,82,25,65,62,29,29,38,45,67,68,65,6,10,10,16,13
http://sofifa.com/player/219216,Josh Windass ,CAM CM,61,60,33,65,51,67,65,67,63,65,78,79,81,60,79,64,61,68,52,57,39,37,68,65,65,65,29,29,37,13,12,14,13,9
http://sofifa.com/player/224081,Kalvin Phillips ,CM CDM,57,55,58,72,49,63,52,69,68,65,66,70,71,64,70,74,72,73,74,68,72,67,58,58,58,62,59,66,65,8,8,8,12,14
http://sofifa.com/player/205655,Angus MacDonald ,CB RB,30,22,62,54,33,38,27,25,47,54,58,61,45,64,44,35,78,67,72,23,64,72,28,44,36,47,63,67,65,6,11,16,11,12
http://sofifa.com/player/177495,Chris Taylor ,RM LM,65,59,50,61,56,68,60,59,64,68,76,76,71,60,65,61,72,72,62,52,59,29,56,63,55,57,42,50,49,10,7,12,14,7
http://sofifa.com/player/170078,Mark Little ,RB RWB,66,33,58,61,26,66,45,25,60,62,83,86,75,66,58,36,70,82,71,29,47,61,61,56,49,52,60,62,61,15,10,11,13,8
http://sofifa.com/player/173666,Nicky Law ,LM CM,59,56,50,61,43,65,59,63,53,65,73,71,73,69,71,60,71,91,59,48,56,59,68,71,62,67,43,45,42,16,8,16,16,16
http://sofifa.com/player/200806,Richard Smallwood ,CDM CM,56,49,59,66,51,57,42,60,62,65,62,64,65,58,67,57,63,75,65,50,76,67,44,58,55,67,66,69,68,9,10,15,8,16
http://sofifa.com/player/170342,Paul Huntington ,CB,26,35,76,42,29,26,24,35,44,38,44,47,30,52,40,38,67,53,86,21,84,57,26,41,43,39,68,69,64,7,6,12,9,8
http://sofifa.com/player/205161,Harry Bunn ,LM CAM,58,66,55,64,61,70,40,37,59,70,79,76,78,56,79,68,70,63,71,60,74,40,68,64,62,66,40,33,28,13,13,11,10,8
http://sofifa.com/player/53353,Roger Johnson ,CB,33,31,70,59,20,32,29,44,56,57,47,51,40,48,53,51,60,57,79,23,75,68,39,32,36,57,64,68,64,10,6,12,11,12
